% Model:              cpw-sheet-shift-5bma.mph
% Version:            COMSOL 6.3.0.290
% Date:               Sep 24 2026, 10:59
% Dimension:          3
% Nodes:              610
% Expressions:        1
% Description:        Electric field norm
% Length unit:        µm
% x                       y                        z                        emw.normE (V/m) @ freq=7.5
646.4098469086806         111.00000000000016       1                        3961.410271886336
456.79055879099406        11.375548448192356       1                        213521.73981935045
413.51129054694684        60.50829682181731        1                        16454.467942168507
506.14126159607434        109.64104519544222       1                        4815.959110424752
508.03059473886367        11.375548448192356       1                        284296.37295811414
505.6243619231667         111.00000000000017       1                        627.6480186876273
412.617499616638          61.667341131916736       1                        10916.823178070195
750.8700115127308         -239.0072574177785       1                        400.96576884765295
900                       -315.0496822123991       1                        169.9032316072471
510.1006460086024         -940.9999999999999       1                        4.492433739136648E-4
900                       -940.9999999999999       1                        4.492433739136648E-4
629.9588554755384         -669.6680913307542       1                        2.771677167820767
900                       -562.1624657334669       1                        6.022177075018564
629.9588554755384         -667.5967970080533       1                        3.111457811283114
900                       -560.0911714107659       1                        7.61558664580084
749.8750179025557         -238.62334964433475      1                        541.7179783443651
715.582562640174          -105.49836812673146      1                        2883.619588716905
808.7631263160613         -116.11261789725091      1                        2375.7402947801165
604.4128169753069         -141.26044367892231      1                        1469.5751400429829
530.3066556025964         -254.00882976570537      1                        447.7305537678773
699.2501451208319         -427.27039093764307      1                        49.308796828127846
699.2501451208319         -425.842401611015        1                        119.04156660541511
698.2551515106568         -425.45849383757127      1                        142.90218660062345
900                       -316.47767153902714      1                        91.05658310559741
466.48562547983715        -151.2107404322584       1.0000000000000002       2424.739036977747
491.4050139428212         -77.27965756670888       0.9999999999999999       24726.519805415926
456.7830049022233         -11.583208514868922      0.9999999999999999       171536.68880735445
542.6411127451579         -76.3971878168215        0.9999999999999999       15042.804314079043
466.48131446060506        -153.55853084066788      1                        2105.846422744119
437.76304088889026        -80.06307040245825       1                        6092.831455246079
383.46123787197007        -77.23525181970344       1                        9705.545020040738
406.18201061152683        -129.53622172882413      1                        2388.9793554162125
363.5400583964613         -121.66586512770895      1                        2851.6149546402394
543.3035962378037         -77.47551194522717       1.0000000000000002       7925.114384696671
492.09619846529534        -78.35748736023726       1.0000000000000002       9197.238793700688
468.3333823427469         -153.83222947654914      1.0000000000000002       1724.7799390130704
528.3200288509796         -133.2597288426037       1.0000000000000002       2240.439616254539
